title,author,goodreads_url,ol_title,ol_author,cover_url,openlibrary_url,description,title_clean,author_clean,reading_level_sources,has_level_data,reading_level_estimate,summary_gpt,themes,tone,age_range_llm,reading_level_llm,complexity_analysis,reading_confidence_llm,llm_skipped,skip_reason,enriched_lexile_score,enriched_lexile_source,enriched_lexile_confidence,enrichment_method,enrichment_tier,found,enrichment_date
"The Ersatz Elevator (A Series of Unfortunate Events, #6)",Lemony Snicket,https://www.goodreads.com/book/show/172327.The_Ersatz_Elevator,The Ersatz Elevator,Lemony Snicket,https://covers.openlibrary.org/b/id/8109580-L.jpg,https://openlibrary.org/works/OL15104128W,"Dear Reader,

If you have just picked up this book, then it is not too late to put it back down. Like the previous books in A SERIES OF UNFORTUNATE EVENTS, there is nothing to be found in these pages but misery, despair, and discomfort, and you still have time to choose something else to read.

Within the chapters of this story, Violet, Klaus and Sunny Baudelaire encounter a darkened staircase, a red herring, some friends in a dire situation, three mysterious initials, a liar with an evil scheme, a secret passageway, and parsley soda.

I have sworn to write down these tales of the Baudelaire orphans so the general public will know each terrible thing that has happened to them, but if you decide to read something else instead, you will save yourself from a heapful of horror and woe.

With all due respect,

Lemony Snicket","The Ersatz Elevator (A Series Of Unfortunate Events, #6)",Lemony Snicket,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A tale of misery and discomfort as the Baudelaire orphans face dark challenges and devious schemes, with warnings to avoid the horrors within.","misfortune, friendship, secrets",darkly humorous,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""complex"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:56:12.755717
Time of Wonder,Robert McCloskey,https://www.goodreads.com/book/show/29290.Time_of_Wonder,Time of Wonder,Robert McCloskey,https://covers.openlibrary.org/b/id/10925751-L.jpg,https://openlibrary.org/works/OL4638373W,Follows the activities of two children spending their summer vacation on an island off the coast of Maine.,Time Of Wonder,Robert Mccloskey,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",Two children enjoy their summer vacation on an island off the coast of Maine.,"nature, exploration, imagination",calm,6-8,Beginning Readers (6-8),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:56:13.670312
If Kisses Were Colors,Janet Lawler,https://www.goodreads.com/book/show/276575.If_Kisses_Were_Colors,If kisses were colors,Janet Lawler,https://covers.openlibrary.org/b/id/575434-L.jpg,https://openlibrary.org/works/OL5827758W,"A parent describes kisses in many different ways, all of which express love for baby.",If Kisses Were Colors,Janet Lawler,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A parent creatively describes kisses in various colors to express love for their baby.,"love, family, affection",sweet,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:56:14.530239
The Diary of a Church Mouse,Graham Oakley,https://www.goodreads.com/book/show/331721.The_Diary_of_a_Church_Mouse,The Diary of a Church Mouse,Graham Oakley,https://covers.openlibrary.org/b/id/7139247-L.jpg,https://openlibrary.org/works/OL8316390W,"Self important mouse Humphrey is about to write his memoir when fellow mouse Arthur points out that Humphrey is not all that old so maybe Humphrey should keep a diary instead. So Humphrey faithfully documents a year in the life of the church mice and Sampson, the church cat. 

As usual in Graham Oakley’s stories, there are laugh out loud moments and the story is deftly told through both the words and his excellent accompanying illustrations.",The Diary Of A Church Mouse,Graham Oakley,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A self-important mouse named Humphrey decides to keep a diary instead of writing his memoir, documenting a year in the life of church mice and their interactions with Sampson, the church cat.","friendship, humor, community",whimsical,6-8,Beginning Readers (6-8),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:56:15.351159
"Aliens Ate My Homework (Alien Adventures, #1)",Bruce Coville,https://www.goodreads.com/book/show/343301.Aliens_Ate_My_Homework,Aliens Ate My Homework,Bruce Coville,https://covers.openlibrary.org/b/id/409351-L.jpg,https://openlibrary.org/works/OL69336W,"Rod is surprised when a miniature spaceship lands in his school science project and reveals five tiny aliens, who ask his help in apprehending an interstellar criminal.","Aliens Ate My Homework (Alien Adventures, #1)",Bruce Coville,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A boy named Rod helps five tiny aliens catch an interstellar criminal who landed in his school science project.,"friendship, alien adventure, teamwork",adventurous,6-8,Beginning Readers (6-8),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:56:16.355692
Last Stop on Market Street,Matt de la Peña,https://www.goodreads.com/book/show/22521973-last-stop-on-market-street,Last Stop on Market Street,Matt de la Peña,https://covers.openlibrary.org/b/id/7421075-L.jpg,https://openlibrary.org/works/OL17342466W,"Every Sunday after church, CJ and his grandma ride the bus across town. But today, CJ wonders why they don't own a car like his friend Colby. Why doesn't he have an iPod like the boys on the bus? How come they always have to get off in the dirty part of town? Each question is met with an encouraging answer from grandma, who helps him see the beautyand funin their routine and the world around them. This energetic ride through a bustling city highlights the wonderful perspective only grandparent and grandchild can share.",Last Stop On Market Street,Matt De La Peña,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A boy and his grandma take a bus ride across town every Sunday. The boy questions why they don't have certain things others do, but his grandma helps him appreciate the beauty and fun in their routine and surroundings.","family, perspective, appreciation, community",uplifting,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:56:17.306550
Mr. Putter & Tabby Spin the Yarn,Cynthia Rylant,https://www.goodreads.com/book/show/577769.Mr_Putter_Tabby_Spin_the_Yarn,Mr. Putter & Tabby spin the yarn,Cynthia Rylant,https://covers.openlibrary.org/b/id/113709-L.jpg,https://openlibrary.org/works/OL64063W,"Trying to be neighborly, Mr. Putter decides to serve tea to Mrs. Teaberry's knitting club but chaos ensues when Tabby the cat and Zeke the dog find the party irresistible.",Mr. Putter & Tabby Spin The Yarn,Cynthia Rylant,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","Mr. Putter serves tea to Mrs. Teaberry's knitting club, but chaos erupts when his cat Tabby and neighbor's dog Zeke join the party.","friendship, neighborliness, chaos",humorous,6-8,Beginning Readers (6-8),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:56:18.268638
When the Sky Is Like Lace,Elinor Lander Horwitz,https://www.goodreads.com/book/show/569028.When_the_Sky_Is_Like_Lace,When the sky is like lace,Elinor Lander Horwitz,https://covers.openlibrary.org/b/id/400964-L.jpg,https://openlibrary.org/works/OL6295726W,Describes the strange and splendid things that can happen on a bimulous night when the sky is like lace.,When The Sky Is Like Lace,Elinor Lander Horwitz,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A whimsical story about the magical events that occur on a special night when the sky resembles lace.,"imagination, magic, wonder",whimsical,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:56:19.123247
"A Ring of Endless Light (Austin Family Chronicles, #4)",Madeleine L'Engle,https://www.goodreads.com/book/show/14358.A_Ring_of_Endless_Light,A Ring of Endless Light (Austin Family Chronicles #4),Madeleine L'Engle,https://covers.openlibrary.org/b/id/224078-L.jpg,https://openlibrary.org/works/OL41481W,"After a tumultuous year in New York City, the Austins are spending the summer on the small island where their grandfather lives. He’s very sick, and watching his condition deteriorate as the summer passes is almost more than Vicky can bear. To complicate matters, she finds herself as the center of attention for three very different boys.

Zachary Grey, the troubled and reckless boy Vicky met last summer, wants her all to himself as he grieves the loss of his mother. Leo Rodney has been just a friend for years, but the tragic loss of his father causes him to turn to Vicky for comfort—and romance. And then there’s Adam Eddington. Adam is only asking Vicky to help with his research on dolphins. But Adam—and the dolphins—may just be what Vicky needs to get through this heartbreaking summer.","A Ring Of Endless Light (Austin Family Chronicles, #4)",Madeleine L'Engle,"{""llm_analysis"": {""age_range"": ""13+"", ""reading_category"": ""Advanced Young Readers (13+)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""13+"", ""reading_category"": ""Advanced Young Readers (13+)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A young girl named Vicky struggles with her grandfather's illness while navigating complicated relationships with three boys on a small island during the summer.,"family, friendship, loss, romance",emotional,13+,Advanced Young Readers (13+),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""complex"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:56:19.925321
"Mrs. Piggle-Wiggle's Farm (Mrs. Piggle Wiggle, #3)",Betty MacDonald,https://www.goodreads.com/book/show/769952.Mrs_Piggle_Wiggle_s_Farm,Mrs. Piggle-Wiggle's Farm (Mrs. Piggle-Wiggle #3),Betty MacDonald,https://covers.openlibrary.org/b/id/49967-L.jpg,https://openlibrary.org/works/OL273759W,"Mrs. Piggle-Wiggle is back with special cures for the not truthful, the pet forgetter, the fraidy-cat, the destructive child, and the child who continually says, ""I can't find it."".","Mrs. Piggle-Wiggle'S Farm (Mrs. Piggle Wiggle, #3)",Betty Macdonald,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",Mrs. Piggle-Wiggle uses special cures to help children with various behavior issues.,"behavior, friendship, problem-solving",whimsical,6-8,Beginning Readers (6-8),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:56:20.885136
Little Blue Truck Leads the Way,Alice Schertle,https://www.goodreads.com/book/show/6399395-little-blue-truck-leads-the-way,Little Blue Truck leads the way,Alice Schertle,https://covers.openlibrary.org/b/id/8910012-L.jpg,https://openlibrary.org/works/OL18626311W,"A country truck feels out of place in the speedy, noisy city until he comes to the rescue during a giant traffic jam.",Little Blue Truck Leads The Way,Alice Schertle,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A country truck finds itself in a bustling city and helps out during a traffic jam.,"friendship, helping others, city vs. country",uplifting,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:56:21.801373
Fantastic Beasts and Where to Find Them,Newt Scamander,https://www.goodreads.com/book/show/41899.Fantastic_Beasts_and_Where_to_Find_Them,Fantastic Beasts and Where to Find Them,J. K. Rowling,https://covers.openlibrary.org/b/id/8417016-L.jpg,https://openlibrary.org/works/OL13716952W,"The book 'Fantastic Beasts and Where to Find' is a copy of Harry Potter's textbook that was written by Newt Scamander, a magizoologist and fictional character from Series. The book has the same name as previously mentioned in the first novel of Harry Potter series, Harry Potter and the Sorcerer's Stone.",Fantastic Beasts And Where To Find Them,Newt Scamander,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A guide to magical creatures written by a fictional character from the Harry Potter series, serving as a companion to the wizarding world.","magic, creatures, exploration, fantasy",fantastical,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:56:22.730036
Encyclopedia Brown Takes the Case (Encyclopedia Brown #10),Donald J. Sobol,https://www.goodreads.com/book/show/1116649.Encyclopedia_Brown_Takes_the_Case,Encyclopedia Brown Takes the Case,Donald J. Sobol,https://covers.openlibrary.org/b/id/3369836-L.jpg,https://openlibrary.org/works/OL1974383W,"Leroy Brown, aka Encyclopedia Brown, is Idaville's ten-year-old star detective. With an uncanny knack for trivia, he solves mysteries for the neighborhood kids through his own detective agency. But his dad also happens to be the chief of police, and every night around the dinner table, Encyclopedia helps him solve his most baffling crimes. Join Encyclopedia Brown as he solves ten of his most confounding mysteries, including a case involving a seven-foot-tall boy, the murder of a pet skunk, some stolen false teeth, and more. With the clues given in each case, readers will have a chance to solve the mysteries themselves! Interactive and chock full of interesting bits of information -- it's classic Encyclopedia Brown!",Encyclopedia Brown Takes The Case (Encyclopedia Brown #10),Donald J. Sobol,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","Follow the adventures of Leroy Brown, a young detective with a talent for solving mysteries in his neighborhood. Readers can join in on the fun crack the cases themselves.","mystery, detective work, puzzles, problem-solving",engaging,6-8,Beginning Readers (6-8),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:56:23.646651
