title,author,goodreads_url,ol_title,ol_author,cover_url,openlibrary_url,description,title_clean,author_clean,reading_level_sources,has_level_data,reading_level_estimate,summary_gpt,themes,tone,age_range_llm,reading_level_llm,complexity_analysis,reading_confidence_llm,llm_skipped,skip_reason,enriched_lexile_score,enriched_lexile_source,enriched_lexile_confidence,enrichment_method,enrichment_tier,found,enrichment_date
More Parts,Tedd Arnold,https://www.goodreads.com/book/show/1026971.More_Parts,More Parts,Tedd Arnold,https://covers.openlibrary.org/b/id/575150-L.jpg,https://openlibrary.org/works/OL478786W,"A young boy is worried about what will happen to his body when he hears such expressions as ""give him a hand,"" ""laugh your head off,"" and ""hold your tongue.""",More Parts,Tedd Arnold,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A young boy becomes anxious about idiomatic expressions involving body parts, leading to humorous misunderstandings.","anxiety, misunderstandings, humor",humorous,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:53:09.255456
"There Is a Bird on Your Head! (Elephant & Piggie, #4)",Mo Willems,https://www.goodreads.com/book/show/515904.There_Is_a_Bird_on_Your_Head_,There is a bird on your head!,Mo Willems,https://covers.openlibrary.org/b/id/6667988-L.jpg,https://openlibrary.org/works/OL5759992W,Gerald the elephant discovers that there is something worse than a bird on your head-- two birds on your head! Piggie will try to help her best friend.,"There Is A Bird On Your Head! (Elephant & Piggie, #4)",Mo Willems,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","Gerald the elephant discovers the challenge of having two birds on his head, with Piggie offering to assist him.","friendship, problem-solving, teamwork",lighthearted,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:53:10.191340
Eragon (The Inheritance Cycle #1),Christopher Paolini,https://www.goodreads.com/book/show/113436.Eragon,Eragon,Christopher Paolini,https://covers.openlibrary.org/b/id/13921600-L.jpg,https://openlibrary.org/works/OL5819895W,"One boy...
One dragon...
A world of adventure.

When Eragon finds a polished blue stone in the forest, he thinks it is the lucky discovery of a poor farm boy; perhaps it will buy his family meat for the winter. But when the stone brings a dragon hatchling, Eragon soon realizes he has stumbled upon a legacy nearly as old as the Empire itself.

Overnight his simple life is shattered, and he is thrust into a perilous new world of destiny, magic, and power. With only an ancient sword and the advice of an old storyteller for guidance, Eragon and the fledgling dragon must navigate the dangerous terrain and dark enemies of an Empire ruled by a king whose evil knows no bounds.

Can Eragon take up the mantle of the legendary Dragon Riders? The fate of the Empire may rest in his hands.",Eragon (The Inheritance Cycle #1),Christopher Paolini,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A farm boy named Eragon discovers a dragon hatchling that changes his simple life and thrusts him into a world of destiny, magic, and power. With the guidance of an old storyteller, Eragon must navigate dangerous enemies and decide if he can become a legendary Dragon Rider.","destiny, magic, power, adventure",adventurous,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:53:11.118031
Church Mouse,Graham Oakley,https://www.goodreads.com/book/show/510203.Church_Mouse,The church mouse,Graham Oakley,https://covers.openlibrary.org/b/id/9293450-L.jpg,https://openlibrary.org/works/OL3968594W,"Arthur, the church mouse, and Sampson, the church cat, live a fairly idyllic life in the church but Arthur is lonely so he hatches a scheme to get other mice to join him in his nice comfy home where for the price of a few jobs the parson will feed them all cheese. Soon Arthur has a nice little community of mice neighbours and he's not lonely any more. Unfortunately there's a regrettable incident and the parishioners insist that the mice leave the church immediately. But just when all is lost Sampson and the mice thwart a robbery at the church and they are allowed to stay.

Graham Oakley starts his beloved series with this very funny story about Arthur and Sampson and their life at the church. The pictures are just as funny as the words and the story wouldn't have half the charm without Graham Oakley's also excellent illustrations.

A gem.",Church Mouse,Graham Oakley,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","Arthur, the church mouse, befriends other mice to create a community in the church, but they face expulsion until a heroic act saves the day. A","friendship, community, teamwork",whimsical,6-8,Beginning Readers (6-8),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:53:11.988530
The Giant Jam Sandwich,John Vernon Lord,https://www.goodreads.com/book/show/904812.The_Giant_Jam_Sandwich,The giant jam sandwich,John Vernon Lord,https://covers.openlibrary.org/b/id/255429-L.jpg,https://openlibrary.org/works/OL6431923W,"When four million wasps fly into their village, the citizens of Itching Down devise a way of getting rid of them.",The Giant Jam Sandwich,John Vernon Lord,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A village faces a wasp invasion and comes up with a creative solution to get rid of them.,"community, problem-solving, creativity",whimsical,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:53:12.863425
The Arrival,Shaun Tan,https://www.goodreads.com/book/show/920607.The_Arrival,The Arrival,Shaun Tan,https://covers.openlibrary.org/b/id/1230299-L.jpg,https://openlibrary.org/works/OL5934430W,"In this wordless graphic novel, a man leaves his homeland and sets off for a new country, where he must build a new life for himself and try to support his family back home.  His new country is full of strange arquitectural wonders, fantastic animals and other immigrants with stories of why they left home.",The Arrival,Shaun Tan,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A man leaves his homeland for a new country, encountering strange wonders and other immigrants along the way.","immigration, family, culture, adventure",reflective,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:53:13.733448
Our Animal Friends at Maple Hill Farm,Alice Provensen,https://www.goodreads.com/book/show/280896.Our_Animal_Friends_at_Maple_Hill_Farm,Our animal friends at Maple Hill Farm,Alice Provensen,https://covers.openlibrary.org/b/id/436581-L.jpg,https://openlibrary.org/works/OL892272W,"Describes animals on the authors' own farm in New York: dogs, horses, pigs, geese, chickens, cows, goats, sheep, cats, and more!",Our Animal Friends At Maple Hill Farm,Alice Provensen,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A simple and charming look at the various animals living on a farm in New York.,"animals, farm life, nature",wholesome,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:53:14.721728
"The Last Olympian (Percy Jackson and the Olympians, #5)",Rick Riordan,https://www.goodreads.com/book/show/4556058-the-last-olympian,The Last Olympian,Rick Riordan,https://covers.openlibrary.org/b/id/6624107-L.jpg,https://openlibrary.org/works/OL492642W,"All year the half-bloods have been preparing for battle against the Titans, knowing the odds of victory are grim. Kronos's army is stronger than ever, and with every god and half-blood he recruits, the evil Titan's power only grows. While the Olympians struggle to contain the rampaging monster Typhon, Kronos begins his advance on New York City, where Mount Olympus stands virtually unguarded. Now it's up to Percy Jackson and an army of young demigods to stop the Lord of Time.
In this momentous final book in the New York Times best-selling Percy Jackson and the Olympians series, the long-awaited prophecy surrounding Percy's sixteenth birthday unfolds. And as the battle for Western civilization rages on the streets of Manhattan, Percy faces a terrifying suspicion that he may be fighting against his own fate.","The Last Olympian (Percy Jackson And The Olympians, #5)",Rick Riordan,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A final battle between the half-bloods and Titans looms as Kronos gathers his forces to attack Mount Olympus. Percy Jackson and his young demigod allies must confront their destinies and fight to save Western civilization.,"destiny, friendship, courage, good vs. evil",adventurous,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:53:15.606695
"The Tale of Tom Kitten (World of Beatrix Potter, #11)",Beatrix Potter,https://www.goodreads.com/book/show/885500.The_Tale_of_Tom_Kitten,The Tale of Tom Kitten,Beatrix Potter,https://covers.openlibrary.org/b/id/4574774-L.jpg,https://openlibrary.org/works/OL15068176W,"Tom Kitten and his sisters, Mittens and Moppet, lose their party clothes when they stop to play in a garden. On board pages.","The Tale Of Tom Kitten (World Of Beatrix Potter, #11)",Beatrix Potter,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",Three kittens lose their party clothes while playing in a garden.,"play, misadventure, clothing",whimsical,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:53:16.553811
"Anne of Windy Poplars (Anne of Green Gables, #4)",L.M. Montgomery,https://www.goodreads.com/book/show/65840.Anne_of_Windy_Poplars,Anne of Windy Poplars,Lucy Maud Montgomery,https://covers.openlibrary.org/b/id/14640411-L.jpg,https://openlibrary.org/works/OL77751W,"Anne Shirley has left Redmond College behind to begin a new job and a new chapter of her life away from Green Gables. Now she faces a new challenge: the Pringles. They're known as the royal family of Summerside--and they quickly let Anne know she is not the person they had wanted as principal of Summerside High School. But as she settles into the cozy tower room at Windy Poplars, Anne finds she has great allies in the widows Aunt Kate and Aunt Chatty--and in their irrepressible housekeeper, Rebecca Dew. As Anne learns Summerside's strangest secrets, winning the support of the prickly Pringles becomes only the first of her delicious triumphs.","Anne Of Windy Poplars (Anne Of Green Gables, #4)",L.M. Montgomery,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","Anne Shirley faces challenges as the new principal at Summerside High School, but finds allies in the widows Aunt Kate and Aunt Chatty. She uncovers secrets and triumphs in the cozy tower room at Windy Poplars.","friendship, community, resilience",heartwarming,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:53:17.549409
"Wayside School Gets A Little Stranger (Wayside School, #3)",Louis Sachar,https://www.goodreads.com/book/show/15673.Wayside_School_Gets_A_Little_Stranger,Wayside School Gets a Little Stranger (Wayside School #3),Louis Sachar,https://covers.openlibrary.org/b/id/7367866-L.jpg,https://openlibrary.org/works/OL116263W,"All the kids from Wayside School had to spend 243 days in horrible schools while Wayside was closed to get rid of the infestation of cows! Now the kids are back and the fun begins again on every floor. Miss Mush has prepared a special lunch of baked liver in purple sauce and it is pet day on the 30th floor. Unusual things continue to happen in the classroom on the thirtieth floor of Wayside School, which was accidentally built sideways with one classroom on each story.","Wayside School Gets A Little Stranger (Wayside School, #3)",Louis Sachar,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","After spending time in temporary schools due to an unusual cow infestation at Wayside School, the students return to their quirky school for more adventures. From strange lunches to pet day on the 30th floor, the students experience a mix of unusual events and mishaps.","quirkiness, friendship, adventure",whimsical,6-8,Beginning Readers (6-8),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:53:18.438334
The Man Who Walked Between the Towers,Mordicai Gerstein,https://www.goodreads.com/book/show/349129.The_Man_Who_Walked_Between_the_Towers,The Man Who Walked Between the Towers,Mordicai Gerstein,https://covers.openlibrary.org/b/id/508153-L.jpg,https://openlibrary.org/works/OL2673218W,A lyrical evocation of Philippe Petit's 1974 tightrope walk between the World Trade Center towers.,The Man Who Walked Between The Towers,Mordicai Gerstein,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A poetic retelling of Philippe Petit's daring tightrope walk between the World Trade Center towers in 1974.,"daring, courage, achievement",inspirational,6-8,Beginning Readers (6-8),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:53:19.343952
Peter's Chair,Ezra Jack Keats,https://www.goodreads.com/book/show/114331.Peter_s_Chair,Peter's Chair,Ezra Jack Keats,https://covers.openlibrary.org/b/id/5390742-L.jpg,https://openlibrary.org/works/OL831062W,"When Peter discovers his blue furniture is being painted pink for a new baby sister, he rescues the last unpainted item, and runs away.",Peter'S Chair,Ezra Jack Keats,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A young boy named Peter takes action when he finds out his furniture is being painted pink for his new baby sister.,"sibling rivalry, adjusting to change, independence",emotional,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:53:20.246062
