title,author,goodreads_url,ol_title,ol_author,cover_url,openlibrary_url,description,title_clean,author_clean,reading_level_sources,has_level_data,reading_level_estimate,summary_gpt,themes,tone,age_range_llm,reading_level_llm,complexity_analysis,reading_confidence_llm,llm_skipped,skip_reason,enriched_lexile_score,enriched_lexile_source,enriched_lexile_confidence,enrichment_method,enrichment_tier,found,enrichment_date
The Pigeon Wants a Puppy!,Mo Willems,https://www.goodreads.com/book/show/1908511.The_Pigeon_Wants_a_Puppy_,The pigeon wants a puppy!,Mo Willems,https://covers.openlibrary.org/b/id/14418589-L.jpg,https://openlibrary.org/works/OL5759990W,"He really, really, REALLY wants one. He'll take really good care of it! What's the matter--don't you want him to be happy? The latest book in the best-selling Pigeon series is the funniest one yet.",The Pigeon Wants A Puppy!,Mo Willems,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 1.0, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 1.0, ""source"": ""llm_analysis""}",A determined pigeon really wants a puppy and promises to take good care of it. The latest installment in the popular Pigeon series.,"desire, responsibility, humor",humorous,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",1.0,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:57:44.881289
"The Castle in the Attic (The Castle in the Attic, #1)",Elizabeth Winthrop,https://www.goodreads.com/book/show/816752.The_Castle_in_the_Attic,"The Castle in the Attic ~ A fantastic, magical adventure waits for William inside . . ",Elizabeth Winthrop,https://covers.openlibrary.org/b/id/4672448-L.jpg,https://openlibrary.org/works/OL34451W,"A gift of a toy castle, complete with silver knight, introduces William to an adventure involving magic and a personal quest.","The Castle In The Attic (The Castle In The Attic, #1)",Elizabeth Winthrop,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A boy receives a toy castle with a silver knight and embarks on a magical adventure and personal quest.,"imagination, adventure, magic, personal growth",whimsical,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:57:45.750329
"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,https://www.goodreads.com/book/show/15241.The_Two_Towers,The Two Towers,J.R.R. Tolkien,https://covers.openlibrary.org/b/id/14627564-L.jpg,https://openlibrary.org/works/OL27479W,"The Lord of the Rings, J.R.R. Tolkien's three-volume epic, is set in the imaginary world of Middle-earth -- home to many strange beings, and most notably hobbits, a peace-loving ""little people,"" cheerful and shy. Since its original British publication in 1954-55, the saga has entranced readers of all ages. It is at once a classic myth and a modern fairy tale. Critic Michael Straight has hailed it as one of the ""very few works of genius in recent literature."" Middle-earth is a world receptive to poets, scholars, children, and all other people of good will. Donald Barr has described it as ""a scrubbed morning world, and a ringing nightmare world...especially sunlit, and shadowed by perils very fundamental, of a peculiarly uncompounded darkness."" The story of this world is one of high and heroic adventure. Barr compared it to Beowulf, C.S. Lewis to Orlando Furioso, W.H. Auden to The Thirty-nine Steps. In fact the saga is sui generis -- a triumph of imagination which springs to life within its own framework and on its own terms. - Jacket flap.

Frodo and the Companions of the Ring have been beset by danger during their quest to prevent the Ruling Ring from falling into the hands of the Dark Lord by destroying it in the Cracks of Doom. They have lost the wizard, Gandalf, in the battle with an evil spirit in the Mines of Moria; and at the Falls of Rauros, Boromir, seduced by the power of the Ring, tried to seize it by force. While Frodo and Sam made their escape the rest of the company were attacked by Orcs. Now they continue their journey alone down the great River Anduin – alone, that is, save for the mysterious creeping figure that follows wherever they go. J.R.R. Tolkien’s great work of imaginative fiction has been labelled both a heroic romance and a classic fantasy fiction. By turns comic and homely, epic and diabolic, the narrative moves through countless changes of scene and character in an imaginary world which is totally convincing in its detail.

----------
**Also contained in:**

 - [The Lord of the Rings][1]


  [1]: https://openlibrary.org/works/OL27448W/The_Lord_of_the_Rings","The Two Towers (The Lord Of The Rings, #2)",J.R.R. Tolkien,"{""llm_analysis"": {""age_range"": ""13+"", ""reading_category"": ""Advanced Young Readers (13+)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""13+"", ""reading_category"": ""Advanced Young Readers (13+)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A The saga has captivated readers of all ages, blending","adventure, friendship, heroism",epic,13+,Advanced Young Readers (13+),"{""vocabulary"": ""advanced"", ""sentence_structure"": ""complex"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:57:46.624398
"Knight's Castle (Tales of Magic, #2)",Edward Eager,https://www.goodreads.com/book/show/312081.Knight_s_Castle,Knight's Castle (Tales of Magic #2),Edward Eager,https://covers.openlibrary.org/b/id/113263-L.jpg,https://openlibrary.org/works/OL61405W,"When the ancient toy soldier comes alive, the Old One grants Roger's wish to adventure in ""yeomanly"" Sherwood Forest. Will Roger earn his second wish, to save his father? Need for an operation brings Roger 11 and younger Ann to stay with bossy cousin Eliza and Jack. Can the children convince Ivanhoe to marry Rebecca over Rowena, and conquer the castle -- in pjs?","Knight'S Castle (Tales Of Magic, #2)",Edward Eager,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","Two children embark on a magical adventure in Sherwood Forest after an ancient toy soldier comes to life. Alongside their cousin, they must navigate challenges and help resolve a romantic dilemma in a whimsical tale of bravery and friendship.","adventure, friendship, magic",whimsical,6-8,Beginning Readers (6-8),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:57:47.583870
Jabari Jumps,Gaia Cornwall,https://www.goodreads.com/book/show/31625795-jabari-jumps,Jabari jumps,Gaia Cornwall,https://covers.openlibrary.org/b/id/9327896-L.jpg,https://openlibrary.org/works/OL19665373W,"""Jabari is definitely ready to jump off the diving board. He's finished his swimming lessons and passed his swim test, and he's a great jumper, so he's not scared at all. ""Looks easy,"" says Jabari, watching the other kids take their turns. But when his dad squeezes his hand, Jabari squeezes back. He needs to figure out what kind of special jump to do anyway, and he should probably do some stretches before climbing up onto the diving board. In a sweetly appealing tale of overcoming your fears, newcomer Gaia Cornwall captures a moment between a patient and encouraging father and a determined little boy you can't help but root for.""--Amazon.com",Jabari Jumps,Gaia Cornwall,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A young boy named Jabari is ready to jump off the diving board after passing his swim test, but he hesitates as he watches other kids take their turns. With the encouragement of his father, Jabari works through his fears and prepares for his special jump.","overcoming fears, family, determination",encouraging,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:57:48.489898
"The Celery Stalks at Midnight (Bunnicula, #3)",James    Howe,https://www.goodreads.com/book/show/183436.The_Celery_Stalks_at_Midnight,The Celery Stalks at Midnight,James Howe,https://covers.openlibrary.org/b/id/8578758-L.jpg,https://openlibrary.org/works/OL11915W,"HARE TODAY, GONE TOMORROW 

Bunnicula is missing! Chester is convinced all the world's vegetables are in danger of being drained of their life juices and turned into zombies. Soon he has Harold and Howie running around sticking toothpicks through hearts of lettuce and any other veggie in sight. Of course, Chester has been known to be wrong before...but you can never be too careful when there's a vampire bunny at large!
([source][1])


  [1]: https://www.jameshowe.com/books-1/2014/6/1/the-celery-stalks-at-midnight","The Celery Stalks At Midnight (Bunnicula, #3)",James Howe,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","When Bunnicula goes missing, Chester believes all vegetables are in danger of becoming zombies. Chester, Harold, and Howie go on a wild adventure to save the vegetables from the vampire bunny.","friendship, mystery, adventure, imagination",whimsical,6-8,Beginning Readers (6-8),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:57:49.454640
The Berenstains' B Book (Bright & Early Books),Stan Berenstain,https://www.goodreads.com/book/show/260996.The_Berenstains_B_Book,The Berenstains' B book,Stan Berenstain,https://covers.openlibrary.org/b/id/255200-L.jpg,https://openlibrary.org/works/OL72989W,"Big brown bear, blue bull, and beautiful baboon encounter objects or meet people whose names begin with the letter ""B"".",The Berenstains' B Book (Bright & Early Books),Stan Berenstain,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A simple story where characters encounter objects and people starting with the letter 'B'.,"alphabet, learning, exploration",educational,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:57:50.402481
"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,https://www.goodreads.com/book/show/18512.The_Return_of_the_King,The Return of the King,J.R.R. Tolkien,https://covers.openlibrary.org/b/id/14627062-L.jpg,https://openlibrary.org/works/OL27455W,"THE RETURN OF THE KING, which brings to a close the great epic of war and adventure begun in The Fellowship of the Ring and continued in The Two Towers, is the third and final part of J. R. R. Tolkien's masterpiece, ""The Lord of the Rings.""

In these three books, which form one continuous narrative, Tolkien created the saga of the Hobbits of Middle-earth and the great War of the Rings. Praised by such writers and poets as W. H. Auden, Richard Hughes and C. S. Lewis, ""The Lord of the Rings"" - that special world of beauty and terror and meaning - holds a secure place among the books that will live.

----------
**Also contained in:**

 - [The Lord of the Rings][1]


  [1]: https://openlibrary.org/works/OL27448W/The_Lord_of_the_Rings","The Return Of The King (The Lord Of The Rings, #3)",J.R.R. Tolkien,"{""llm_analysis"": {""age_range"": ""13+"", ""reading_category"": ""Advanced Young Readers (13+)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""13+"", ""reading_category"": ""Advanced Young Readers (13+)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","The Return of the King is the final part of 's epic fantasy series, The Lord of the Rings, which follows the adventures of the Hobbits in the great War of the Rings.","friendship, adventure, war, good vs. evil",epic,13+,Advanced Young Readers (13+),"{""vocabulary"": ""advanced"", ""sentence_structure"": ""complex"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:57:51.330153
Mr. Putter & Tabby Paint the Porch,Cynthia Rylant,https://www.goodreads.com/book/show/1046322.Mr_Putter_Tabby_Paint_the_Porch,Mr. Putter & Tabby paint the porch,Cynthia Rylant,https://covers.openlibrary.org/b/id/113132-L.jpg,https://openlibrary.org/works/OL64115W,Mr. Putter finds it a challenge to paint his front porch in the presence of his cat Tabby and his neighbor's dog Zeke.,Mr. Putter & Tabby Paint The Porch,Cynthia Rylant,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",Mr. Putter struggles to paint his porch with his cat Tabby and his neighbor's dog Zeke around.,"friendship, perseverance, cooperation",light-hearted,6-8,Beginning Readers (6-8),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:57:52.332602
"The Way Back Home (The Boy, #3)",Oliver Jeffers,https://www.goodreads.com/book/show/2277310.The_Way_Back_Home,The Way Back Home,Oliver Jeffers,https://covers.openlibrary.org/b/id/2413591-L.jpg,https://openlibrary.org/works/OL5823166W,"Stranded on the moon after his extraordinary airplane takes him into outer space, a boy meets a marooned young Martian with a broken spacecraft, and the two new friends work together to return to their respective homes.

Un niño encuentra un avión en su armario y decide llevarlo hasta el espacio, pero se le presenta un problema, hasta que conoce a un marciano con un problema muy parecido al suyo.","The Way Back Home (The Boy, #3)",Oliver Jeffers,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A boy and a young Martian become friends on the moon and work together to return home.,"friendship, imagination, adventure",whimsical,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:57:53.129709
