title,author,goodreads_url,ol_title,ol_author,cover_url,openlibrary_url,description,title_clean,author_clean,reading_level_sources,has_level_data,reading_level_estimate,summary_gpt,themes,tone,age_range_llm,reading_level_llm,complexity_analysis,reading_confidence_llm,llm_skipped,skip_reason,enriched_lexile_score,enriched_lexile_source,enriched_lexile_confidence,enrichment_method,enrichment_tier,found,enrichment_date
"The Substitute Teacher from the Black Lagoon (Black Lagoon, #15)",Mike Thaler,https://www.goodreads.com/book/show/647651.The_Substitute_Teacher_from_the_Black_Lagoon,Substitute Teacher from the Black Lagoon,Mike Thaler,https://covers.openlibrary.org/b/id/11723132-L.jpg,https://openlibrary.org/works/OL21237424W,An elementary school class must contend with a substitute teacher that seems like the monster Frankenstein.,"The Substitute Teacher From The Black Lagoon (Black Lagoon, #15)",Mike Thaler,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","An elementary school class faces a substitute teacher who resembles Frankenstein, causing humorous chaos.","school, imagination, humor",humorous,6-8,Beginning Readers (6-8),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:51:37.864009
"All-of-a-Kind Family (All-of-a-Kind-Family, #1)",Sydney Taylor,https://www.goodreads.com/book/show/7926.All_of_a_Kind_Family,All-of-a-Kind Family,Sydney Taylor,https://covers.openlibrary.org/b/id/244721-L.jpg,https://openlibrary.org/works/OL6329150W,"The life of a Jewish family with seven children growing up on New York's Lower East Side in the early twentieth century is the subject of this series. It includes All-of-a-Kind Family Downtown, All-of-a-Kind Family Uptown, Ella of All-of-a-Kind Family, and others.","All-Of-A-Kind Family (All-Of-A-Kind-Family, #1)",Sydney Taylor,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",Follow the daily adventures of a Jewish family with seven children in early 20th century New York City.,"family, tradition, community, growing up",heartwarming,6-8,Beginning Readers (6-8),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:51:38.724237
Wilfrid Gordon McDonald Partridge,Mem Fox,https://www.goodreads.com/book/show/153168.Wilfrid_Gordon_McDonald_Partridge,Wilfrid Gordon McDonald Partridge,Mem Fox,https://covers.openlibrary.org/b/id/2659805-L.jpg,https://openlibrary.org/works/OL650921W,"A small boy tries to discover the meaning of ""memory"" so he can restore that of an elderly friend.",Wilfrid Gordon Mcdonald Partridge,Mem Fox,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A small boy helps an elderly friend regain her memories meaning of 'memory'.,"friendship, memory, aging, empathy",heartwarming,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:51:39.647950
"Princess Academy (Princess Academy, #1)",Shannon Hale,https://www.goodreads.com/book/show/85990.Princess_Academy,Princess Academy,Shannon Hale,https://covers.openlibrary.org/b/id/844492-L.jpg,https://openlibrary.org/works/OL5738591W,Well Written and exciting!!!,"Princess Academy (Princess Academy, #1)",Shannon Hale,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A group of girls in a remote mountain village attend a princess academy to prepare for a prince's bride selection process.,"friendship, education, self-discovery",adventurous,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:51:40.525498
"The Voyages of Doctor Dolittle (Doctor Dolittle, #2)",Hugh Lofting,https://www.goodreads.com/book/show/325416.The_Voyages_of_Doctor_Dolittle,The Voyages of Doctor Dolittle,Hugh Lofting,https://covers.openlibrary.org/b/id/281218-L.jpg,https://openlibrary.org/works/OL1449063W,"When his colleague Long Arrow disappears, Dr. Dolittle sets off with his assistant, Tommy Stubbins, his dog, Jip, and Polynesia the parrot on an adventurous voyage over tropical seas to floating Spidermonkey Island.","The Voyages Of Doctor Dolittle (Doctor Dolittle, #2)",Hugh Lofting,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","Dr. Dolittle embarks on an adventurous voyage with his assistant, dog, and parrot to find his missing colleague Long Arrow.","adventure, friendship, loyalty",adventurous,6-8,Beginning Readers (6-8),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:51:41.485746
The Berenstain Bears No Girls Allowed,Stan Berenstain,https://www.goodreads.com/book/show/310039.The_Berenstain_Bears_No_Girls_Allowed,"The Berenstain Bears, no girls allowed",Stan Berenstain,https://covers.openlibrary.org/b/id/6598881-L.jpg,https://openlibrary.org/works/OL73010W,"Annoyed that Sister Bear always beats them at baseball and other ""boy"" type activities, her brother and other male cubs try to exclude her from their new club.",The Berenstain Bears No Girls Allowed,Stan Berenstain,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A story about sibling rivalry and exclusion, as Brother Bear and his friends try to keep Sister Bear out of their club.","sibling rivalry, exclusion, friendship",playful,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:51:42.524632
"Anne of the Island (Anne of Green Gables, #3)",L.M. Montgomery,https://www.goodreads.com/book/show/77392.Anne_of_the_Island,Anne of the Island,Lucy Maud Montgomery,https://covers.openlibrary.org/b/id/14639028-L.jpg,https://openlibrary.org/works/OL77748W,"New adventures lie ahead for Anne Shirley as she packs her bags, waves goodbye to childhood, and heads for Redmond College. With her old friend Prissy Grant waiting in the bustling city of Kingsport, and frivolous new pal Philippa Gordon at her side, Anne spreads her wings and discovers life on her own terms, filled with surprises: the joys of sharing a house with her irrepressible friends, her very first sale of a story - and a marriage proposal from the worst fellow imaginable!","Anne Of The Island (Anne Of Green Gables, #3)",L.M. Montgomery,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","Follow Anne Shirley as she embarks on new adventures at Redmond College, leaving childhood behind. With friends old and new , Anne navigates the joys and surprises of independent living, including selling her first story and receiving an unexpected marriage proposal.","friendship, independence, growth, surprises",uplifting,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:51:43.521141
The Berenstain Bears in the Dark,Stan Berenstain,https://www.goodreads.com/book/show/310070.The_Berenstain_Bears_in_the_Dark,The Berenstain Bears in the dark,Stan Berenstain,https://covers.openlibrary.org/b/id/4272635-L.jpg,https://openlibrary.org/works/OL72963W,"When Brother Bear brings a spooky book from the library, bedtime and the dark become ominous and threatening to Sister Bear.",The Berenstain Bears In The Dark,Stan Berenstain,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A story about Sister Bear's fear of the dark after Brother Bear brings a spooky book from the library.,"fear, family, bedtime, bravery",comforting,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:51:44.510090
A Fly Went By,Mike McClintock,https://www.goodreads.com/book/show/980501.A_Fly_Went_By,A fly went by,Marshall McClintock,https://covers.openlibrary.org/b/id/6696556-L.jpg,https://openlibrary.org/works/OL15608214W,A sheep with its foot caught in a tin can sets off a chase with a fly in the lead.,A Fly Went By,Mike Mcclintock,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A sheep gets its foot stuck in a tin can, sparking a chase with a fly taking the lead.","friendship, problem-solving, persistence",lighthearted,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:51:45.389358
The Hat,Jan Brett,https://www.goodreads.com/book/show/196951.The_Hat,The Hat,Jan Brett,https://covers.openlibrary.org/b/id/259667-L.jpg,https://openlibrary.org/works/OL13928W,"When Lisa hangs her woolen clothes in the sun to air them out for winter, the hedgehog, to the amusement of the other animals, ends up wearing a stocking on his head.",The Hat,Jan Brett,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A whimsical story about a hedgehog who ends up wearing a stocking on his head, much to the amusement of other animals.","friendship, imagination, humor",whimsical,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:51:46.302584
Silly Sally,Audrey Wood,https://www.goodreads.com/book/show/815262.Silly_Sally,Silly Sally,Audrey Wood,https://covers.openlibrary.org/b/id/113225-L.jpg,https://openlibrary.org/works/OL547437W,"A rhyming story of Silly Sally, who makes many friends as she travels to town--backwards and upside down.",Silly Sally,Audrey Wood,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A rhyming story about Silly Sally who makes friends on her unconventional journey to town.,"friendship, adventure, silliness",whimsical,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:51:47.244854
Piggies,Audrey Wood,https://www.goodreads.com/book/show/815264.Piggies,Piggies,Don Wood,https://covers.openlibrary.org/b/id/1120516-L.jpg,https://openlibrary.org/works/OL4478176W,Ten little piggies dance on a young child's fingers and toes before finally going to sleep.,Piggies,Audrey Wood,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A playful story about ten little piggies dancing on a child's fingers and toes before bedtime.,"counting, bedtime, playfulness",playful,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:51:48.179437
The Pigeon Finds a Hot Dog!,Mo Willems,https://www.goodreads.com/book/show/197512.The_Pigeon_Finds_a_Hot_Dog_,The Pigeon finds a hot dog!,Mo Willems,https://covers.openlibrary.org/b/id/3334789-L.jpg,https://openlibrary.org/works/OL5759980W,A cute duckling 🐥 is bothering the pigeon over a hot dog!! Who will win this battle?,The Pigeon Finds A Hot Dog!,Mo Willems,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A duckling bothers a pigeon over a hot dog in a battle of wills.,"friendship, sharing, competition",humorous,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:51:49.106472
There's an Alligator under My Bed (There's Something in My Room Series),Mercer Mayer,https://www.goodreads.com/book/show/724174.There_s_an_Alligator_under_My_Bed,There is an alligator under my bed,Mercer Mayer,https://covers.openlibrary.org/b/id/12664263-L.jpg,https://openlibrary.org/works/OL79049W,"The alligator under his bed makes a boy's bedtime hazardous operation, until he lures it out of the house and into the garage.",There'S An Alligator Under My Bed (There'S Something In My Room Series),Mercer Mayer,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A boy deals with an alligator under his bed, turning bedtime into a hazardous mission until he finds a clever solution.","imagination, problem-solving, bravery",whimsical,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:51:50.047028
"The Best Christmas Pageant Ever (The Herdmans, #1)",Barbara Robinson,https://www.goodreads.com/book/show/239810.The_Best_Christmas_Pageant_Ever,The Best Christmas Pageant Ever,Barbara Robinson,https://covers.openlibrary.org/b/id/50055-L.jpg,https://openlibrary.org/works/OL3534104W,"The six mean Herdman kids lie, steal, smoke cigars (even the girls) and then become involved in the community Christmas pageant.","The Best Christmas Pageant Ever (The Herdmans, #1)",Barbara Robinson,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A story about the mischievous Herdman kids who unexpectedly join the Christmas pageant and bring chaos and humor to the community.,"family, community, Christmas, humor",humorous,6-8,Beginning Readers (6-8),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:51:50.984459
