title,author,goodreads_url,ol_title,ol_author,cover_url,openlibrary_url,description,title_clean,author_clean,reading_level_sources,has_level_data,reading_level_estimate,summary_gpt,themes,tone,age_range_llm,reading_level_llm,complexity_analysis,reading_confidence_llm,llm_skipped,skip_reason,enriched_lexile_score,enriched_lexile_source,enriched_lexile_confidence,enrichment_method,enrichment_tier,found,enrichment_date
Uncle Arnel and the Swamp Witch (Uncle Arnel Series),Alison Hoffman Lane,https://www.goodreads.com/book/show/5054759-uncle-arnel-and-the-swamp-witch,Uncle Arnel and the Swamp Witch,Alison Hoffman Lane,https://covers.openlibrary.org/b/id/13055588-L.jpg,https://openlibrary.org/works/OL12515843W,Marie and Uncle Arnel realize all the stories about the Swamp Witch are true when they come face to face with her in the Cajun bayou.,Uncle Arnel And The Swamp Witch (Uncle Arnel Series),Alison Hoffman Lane,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","Marie and her uncle encounter the legendary Swamp Witch in the Cajun bayou, confirming the truth of the local tales.","legend, adventure, courage",mysterious,6-8,Beginning Readers (6-8),"{""vocabulary"": ""simple"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T23:02:21.783040
Nathan Saves Summer / Nathan rescata el verano,Gerry Renert,https://www.goodreads.com/book/show/7472044-nathan-saves-summer-nathan-rescata-el-verano,Nathan Saves Summer/Nathan rescata el verano,Gerry Renert,https://covers.openlibrary.org/b/id/6451558-L.jpg,https://openlibrary.org/works/OL15193564W,"Join Nathan the hippopotamus whose lifelong dream is to become the lifeguard for a small pond and the neighboring animals who vacation there each summer. Concerned that Nathan may be too big for the small pond, the other animals come up with an array of excuses why Nathan can’t serve as the pond lifeguard. A twist of fate leads the animals to a new, idyllic swimming spot, turning Nathan into the local hero. Bradshaw transfers sketches and paints them using watercolor.",Nathan Saves Summer / Nathan Rescata El Verano,Gerry Renert,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","Follow Nathan the hippopotamus as he pursues his dream of becoming a lifeguard for a small pond, despite skepticism from other animals. A twist of fate leads to Nathan becoming a local hero in a new swimming spot.","dreams, friendship, perseverance",uplifting,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T23:02:22.640001
The Star-Child,Oscar Wilde,https://www.goodreads.com/book/show/8454789-the-star-child,The Star Child,Oscar Wilde,https://covers.openlibrary.org/b/id/653800-L.jpg,https://openlibrary.org/works/OL14877842W,"A Star-Child whose beauty has caused him to grow proud, cruel, and selfish denies that an ugly beggar woman is his mother. Learning he is wrong, he vows to search for her throughout the world.",The Star-Child,Oscar Wilde,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A Star-Child learns a valuable lesson about humility and kindness when he denies his true mother and sets out on a quest to find her.,"humility, kindness, family, forgiveness",empathetic,6-8,Beginning Readers (6-8),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T23:02:23.648065
"Hush, Little Alien",Daniel Kirk,https://www.goodreads.com/book/show/1668069.Hush_Little_Alien,"Hush, little alien",Daniel Kirk,https://covers.openlibrary.org/b/id/544049-L.jpg,https://openlibrary.org/works/OL115683W,"In this adaptation of the old lullaby, Hush, little baby, an extraterrestrial child is promised an assortment of outer space presents ending with a goodnight kiss from his adoring father.","Hush, Little Alien",Daniel Kirk,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","Hush, Little Alien is a playful twist on the classic lullaby, featuring an extraterrestrial child who is promised various outer space gifts by their loving father. The book follows the familiar structure of the original song, offering a fun and imaginative bedtime story for young readers.","family, imagination, love",whimsical,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T23:02:24.478827
The High Rise Glorious Skittle Skat Roarious Sky Pie Angel Food Cake,Nancy Willard,https://www.goodreads.com/book/show/413794.The_High_Rise_Glorious_Skittle_Skat_Roarious_Sky_Pie_Angel_Food_Cake,The High Rise Glorious Skittle Skat Roarious Sky Pie Angel Food Cake,Nancy Willard,https://covers.openlibrary.org/b/id/114351-L.jpg,https://openlibrary.org/works/OL94206W,"As she is preparing a special angelfood cake for her mother's birthday, a girl is surprised by three angels who have dropped in for a taste.",The High Rise Glorious Skittle Skat Roarious Sky Pie Angel Food Cake,Nancy Willard,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A girl preparing a special cake for her mother's birthday gets a surprise visit from three angels.,"family, magic, celebration",whimsical,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T23:02:25.444048
"The Far Side of Evil (Elana, #2)",Sylvia Engdahl,https://www.goodreads.com/book/show/4579.The_Far_Side_of_Evil,The far side of evil,Sylvia Engdahl,https://covers.openlibrary.org/b/id/571362-L.jpg,https://openlibrary.org/works/OL4619757W,"A young woman is sent into danger on a planet poised on the brink of nuclear war, forbidden to interfere with its people's natural course of evolution or to reveal her alien origin.  Her fellow-agent is not properly trained to work in the field and his compassion may lead him to intervene, thereby unintentionally bringing about the very disaster that he is trying desperately to prevent. She faces an agonizing choice: side with a renegade agent, ot stop him at any cost.

Although this novel has the same heroine as *Enchantress from the Stars* it is not a sequel but a completely independent story not intended for readers below high school age.

The 2003 edition contains significant updating and should be read in preference to earlier editions.","The Far Side Of Evil (Elana, #2)",Sylvia Engdahl,"{""llm_analysis"": {""age_range"": ""13+"", ""reading_category"": ""Advanced Young Readers (13+)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""13+"", ""reading_category"": ""Advanced Young Readers (13+)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A young woman is sent on a dangerous mission to a planet on the brink of nuclear war, where she must navigate complex ethical dilemmas and face difficult choices. This standalone story is not a sequel and is recommended for high school-age readers.","danger, ethical dilemmas, complex choices",intense,13+,Advanced Young Readers (13+),"{""vocabulary"": ""advanced"", ""sentence_structure"": ""complex"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T23:02:26.199281
Quiet Bunny,Lisa McCue,https://www.goodreads.com/book/show/4213542-quiet-bunny,Quiet Bunny,Lisa McCue,https://covers.openlibrary.org/b/id/10799984-L.jpg,https://openlibrary.org/works/OL24294344W,"Quiet Rabbit enjoys listening to the night song of the other animals every evening and wishes he could join them, but no matter how hard he tries he is unable to copy their sounds.",Quiet Bunny,Lisa Mccue,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A story about Quiet Bunny who longs to join the other animals in their night song but struggles to imitate their sounds.,"acceptance, individuality, perseverance",gentle,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T23:02:27.128772
The Moon Came Down on Milk Street,Jean Gralley,https://www.goodreads.com/book/show/2756018-the-moon-came-down-on-milk-street,The moon came down on Milk Street,Jean Gralley,https://covers.openlibrary.org/b/id/581077-L.jpg,https://openlibrary.org/works/OL1952315W,"When the moon comes down in pieces, different helpers work to set things right again, including the Fire Chief, rescue workers, and helper dogs.",The Moon Came Down On Milk Street,Jean Gralley,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A story about various helpers coming together to fix things when the moon falls apart.,"cooperation, problem-solving, community",whimsical,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T23:02:28.066365
Fig Pudding,Ralph Fletcher,https://www.goodreads.com/book/show/672946.Fig_Pudding,Fig pudding,Ralph J. Fletcher,https://covers.openlibrary.org/b/id/1196593-L.jpg,https://openlibrary.org/works/OL93303W,"Cliff describes the excitement, conflict, and sudden tragedy experienced by his large and boisterous family during his eleventh year.",Fig Pudding,Ralph Fletcher,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A young boy narrates the ups and downs of his eventful eleventh year with his lively family.,"family, adventure, tragedy",emotional,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T23:02:29.018626
The Goodbye Cancer Garden,Janna Matthies,https://www.goodreads.com/book/show/10180839-the-goodbye-cancer-garden,The Goodbye Cancer Garden,Janna Matthies,https://covers.openlibrary.org/b/id/6681469-L.jpg,https://openlibrary.org/works/OL15666158W,"When a mother is diagnosed with breast cancer, she and her family plant a garden and watch it grow through the seasons as she undergoes treatments and gets better.",The Goodbye Cancer Garden,Janna Matthies,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A family copes with a mother's breast cancer diagnosis by planting a garden that symbolizes hope and growth as she goes through treatment.,"family, hope, growth, illness",hopeful,6-8,Beginning Readers (6-8),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T23:02:29.872521
Nancy and Plum,Betty MacDonald,https://www.goodreads.com/book/show/97153.Nancy_and_Plum,Nancy and Plum,Betty MacDonald,https://covers.openlibrary.org/b/id/8241238-L.jpg,https://openlibrary.org/works/OL273758W,"""Nancy and Plum"" is a children's book written by the world famous author Betty McDonald, who wrote four popular ""Mrs. Piggle Wiggle"" children's books, and also the adult books, ""The Egg & I"", ""Anybody Can Do Anything"" and ""Onion in the Stew"". 

""Nancy and Plum"" was first published in 1952. It is a story Betty told her daughters, Joan and Anne, each night at bedtime, making it up as she went along. It is a delightful old fashioned Christmas story about two sisters, Nancy, 10 and Plum, 8, whose parents died in an accident. Their surviving relative is Uncle John, a wealthy bachelor with little patience or time for children. He puts the girls in Mrs. Monday's Boarding School in Heavenly Valley, persuaded by Mrs. Monday's promises and unctuous manner, but she is a mean spirited woman who mistreats the children in her care (except her spoiled niece Maribelle).  The sister's devotion to each other and their steadfast moral character wins them support from teachers at school and helps them secure a new and better future after various adventures.",Nancy And Plum,Betty Macdonald,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis_fix""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","Two sisters, Nancy and Plum, navigate life at a strict boarding school after the death of their parents, showing resilience and strength in the face of adversity.","family, friendship, perseverance",gentle,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,False,,,not_found,none,comprehensive_search,,False,2025-09-09T23:02:30.945933
The Pea in Peanut Butter,Allyn M. Stotz,https://www.goodreads.com/book/show/11483983-the-pea-in-peanut-butter,The pea in peanut butter,Allyn M. Stotz,https://covers.openlibrary.org/b/id/12488228-L.jpg,https://openlibrary.org/works/OL26453316W,"After being told ""No more peanut butter,"" a little girl learns to enjoy other foods when the foods in the pantry come alive asking her to give them a chance.",The Pea In Peanut Butter,Allyn M. Stotz,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A little girl discovers new foods and flavors after being told she can't have peanut butter, as the foods in her pantry come to life and encourage her to try something different.","exploration, open-mindedness, creativity, friendship",whimsical,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T23:02:31.850352
"The Land of Miu (Land of Miu, #1)",Karen Lee Field,https://www.goodreads.com/book/show/13107038-the-land-of-miu,"The Land of Miu (Land of Miu, #1) 2nd Edition",Karen Lee Field,https://covers.openlibrary.org/b/id/7089084-L.jpg,https://openlibrary.org/works/OL16566287W,"Twelve year old Kate Dawson is unhappy at home. Her widowed mother has remarried and Kate has a stepfather and a six year old half-sister, Emma, who is nothing but a pest. She knows the resentment she feels towards Emma and her stepfather is making her mum unhappy, but Kate is confused by the deep feelings of guilt and jealousy that plague her.

One morning, Emma disappears down a mystical looking well. Irritated but worried, Kate follows and the two girls are thrust into the tunnels of Miu, an unknown place built within the lava tunnels of an extinct volcano. They meet a young Miuan princess and her guard, who are on the run, and the girls are instantly swept into a danger that will test their skills, their friendship and their love.","The Land Of Miu (Land Of Miu, #1)",Karen Lee Field,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.8, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.8, ""source"": ""llm_analysis""}","Twelve-year-old Kate is struggling with her new family dynamic when her half-sister disappears into a mysterious well, leading Kate into a hidden world called Miu. There, they encounter danger that challenges their friendship and bravery.","family, friendship, adventure, bravery",adventurous,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.8,,,,not_found,none,comprehensive_search,,False,2025-09-09T23:02:32.716245
"The Cat That Made Nothing Something Again (The Cat That, #1)",James D. Maxon,https://www.goodreads.com/book/show/6214203-the-cat-that-made-nothing-something-again,The cat that made nothing something again,James D. Maxon,https://covers.openlibrary.org/b/id/12775116-L.jpg,https://openlibrary.org/works/OL27965704W,"""A nameless cat lives in a town of dry, unhappy people devoid of moisture, joy and creativity. How did the townspeople get this way? Who stole the moisture? An how can one crafty cat return moisture--and life--to his town?""--Page 4 of cover.","The Cat That Made Nothing Something Again (The Cat That, #1)",James D. Maxon,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A nameless cat in a town of dry, unhappy people sets out to discover who stole the moisture and creativity from the townspeople, aiming to bring life back to the community.","creativity, imagination, community",whimsical,6-8,Beginning Readers (6-8),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T23:02:33.682539
